180001,January,01-01-2018,0,10110303,Finance,Account Receivable - Other,Abdul Rahman Abdullah Al Obeikan,Opening Balance,,,12965,,12965,,,,Balance Sheet
180001,January,01-01-2018,0,10110303,Finance,Account Receivable - Other,Eldan Recycling,Opening Balance,,,9343,,9343,,,,Balance Sheet
180001,January,01-01-2018,0,10110303,Finance,Account Receivable - Other,IKEA,Opening Balance,,,1100,,1100,,,,Balance Sheet
180001,January,01-01-2018,0,10110303,Finance,Account Receivable - Other,Med Gulf,Opening Balance,,,299.83,,299.83,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,AL.Ghanimiy,Opening Balance,,,7146,,7146,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,Al Mousa Specialized Cables,Opening Balance,,,41990,,41990,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,Direct solution,Opening Balance,,,10000,,10000,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,GIT-Gulf International,Opening Balance,,,740000,,740000,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,Jarir Bookstore,Opening Balance,,,333.95,,333.95,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,Nasser Al Hejailan Metal Factory,Opening Balance,,,12000,,12000,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,Red Line Est,Opening Balance,,,15500,,15500,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,Saudi Integrated Waste Co.,Opening Balance,,,572,,572,,,,Balance Sheet
180001,January,01-01-2018,0,10110401,Finance,Advance Payment To Supplier,Shahbaz,Opening Balance,,,5000,,5000,,,,Balance Sheet
180001,January,01-01-2018,0,10110501,Finance,Prepayment - Land Rent,Metal Yard Insurance,Opening Balance,,,5343,,5343,,,,Balance Sheet
180001,January,01-01-2018,0,10110501,Finance,Prepayment - Land Rent,Rent- Al Hair,Opening Balance,,,187200,,187200,,,,Balance Sheet
180001,January,01-01-2018,0,10110501,Finance,Prepayment - Land Rent,Rent-109 Metal Yard,Opening Balance,,,110001.33,,110001.33,,,,Balance Sheet
180001,January,01-01-2018,0,10110502,Finance,Prepayment - Office Rent,Rent-Head office,Opening Balance,,,56665.33,,56665.33,,,,Balance Sheet
180001,January,01-01-2018,0,10110503,Finance,Prepayment - Medical Insurance,Medical Insurance,Opening Balance,,,39337.33,,39337.33,,,,Balance Sheet
180001,January,01-01-2018,0,10110504,Finance,Prepayment -General Insurance,Factory Insurance,Opening Balance,,,10125,,10125,,,,Balance Sheet
180001,January,01-01-2018,0,10110505,Finance,Prepayment -Government payments,Government Fees,Opening Balance,,,8000,,8000,,,,Balance Sheet
180001,January,01-01-2018,0,10110505,Finance,Prepayment -Government payments,Visa Deposit,Opening Balance,,,18000,,18000,,,,Balance Sheet
180001,January,01-01-2018,0,10110506,Finance,Prepayment -Expenses,Fire fitting Maintenance,Opening Balance,,,3501,,3501,,,,Balance Sheet
180001,January,01-01-2018,0,10110550,Finance,Employee Advance,Mosa Al Mosnaf,Opening Balance,EMP0016,,3050,,3050,,,,Balance Sheet
180001,January,01-01-2018,0,10110550,Finance,Employee Advance,Nasser Al Dueb,Opening Balance,EMP0001,,,805.85,-805.85,,,,Balance Sheet
180001,January,01-01-2018,0,10110550,Finance,Employee Advance,Spyridon Fafoutis,Opening Balance,EMP0019,,8000,,8000,,,,Balance Sheet
180001,January,01-01-2018,0,10110551,Finance,Refundable Deposits,Al Hair Factory,Opening Balance,,,74880,,74880,,,,Balance Sheet
180001,January,01-01-2018,0,10110551,Finance,Refundable Deposits,Car Rental Deposit,Opening Balance,,,1000,,1000,,,,Balance Sheet
180001,January,01-01-2018,0,10110551,Finance,Refundable Deposits,Custom Duty,Opening Balance,,,43351,,43351,,,,Balance Sheet
180001,January,01-01-2018,0,10110551,Finance,Refundable Deposits,Riyadh Holding Company,Opening Balance,,,12375,,12375,,,,Balance Sheet
180001,January,01-01-2018,0,10110601,Finance,Raw Material - Feed Stock,Material,Opening Balance,Material,,3310666.83,,3310666.83,,,1748823,Balance Sheet
180001,January,01-01-2018,0,10110603,Finance,Inventory-Cost of Excess production,Inventory-Cost of Excess production,Opening Balance,,,1682399.37,,1682399.37,,,,Balance Sheet
180001,January,01-01-2018,0,10120101,Finance,Fixed Assets - Building,Ready House,Opening Balance,,,7250,,7250,,,,Balance Sheet
180001,January,01-01-2018,0,10120101,Finance,Fixed Assets - Building,Al Hair Factory,Opening Balance,,,180802,,180802,,,,Balance Sheet
180001,January,01-01-2018,0,10120101,Finance,Fixed Assets - Building,Head Office,Opening Balance,,,36959,,36959,,,,Balance Sheet
180001,January,01-01-2018,0,10120101,Finance,Fixed Assets - Building,Metal Yard-109,Opening Balance,,,707440,,707440,,,,Balance Sheet
180001,January,01-01-2018,0,10120101,Finance,Fixed Assets - Building,Metal Yard-110,Opening Balance,,,145696,,145696,,,,Balance Sheet
180001,January,01-01-2018,0,10120101,Finance,Fixed Assets - Building,Signboard,Opening Balance,,,5000,,5000,,,,Balance Sheet
180001,January,01-01-2018,0,10120101,Finance,Fixed Assets - Building,Water Tank Stand,Opening Balance,,,1200,,1200,,,,Balance Sheet
180001,January,01-01-2018,0,10120102,Finance,Fixed Assets - Plant,Machinery,Opening Balance,,,11892712,,11892712,,,,Balance Sheet
180001,January,01-01-2018,0,10120103,Finance,Fixed Assets - Vehicles,Vehicle,Opening Balance,,,180290,,180290,,,,Balance Sheet
180001,January,01-01-2018,0,10120104,Finance,Fixed Assets - I.T Equipment's,Computer & Printer,Opening Balance,,,44500,,44500,,,,Balance Sheet
180001,January,01-01-2018,0,10120105,Finance,Fixed Assets - Container,Container,Opening Balance,,,42250,,42250,,,,Balance Sheet
180001,January,01-01-2018,0,10120106,Finance,Fixed Assets - Equipments,Equipment,Opening Balance,,,524819.61,,524819.61,,,,Balance Sheet
180001,January,01-01-2018,0,10120107,Finance,Fixed Assets - Furnitures,Furniture,Opening Balance,,,56214,,56214,,,,Balance Sheet
180001,January,01-01-2018,0,10120201,Finance,Accumulated Depreciation - Building,Ready House,Opening Balance,,,,7250,-7250,,,,Balance Sheet
180001,January,01-01-2018,0,10120202,Finance,Accumulated Depreciation - Plant,Machinery,Opening Balance,,,,748091.6,-748091.6,,,,Balance Sheet
180001,January,01-01-2018,0,10120203,Finance,Accumulated Depreciation - Vehicles,Vehicle,Opening Balance,,,,73807.5,-73807.5,,,,Balance Sheet
180001,January,01-01-2018,0,10120204,Finance,Accumulated Depreciation - I.T Equipment's,Computer & Printer,Opening Balance,,,,16396.42,-16396.42,,,,Balance Sheet
180001,January,01-01-2018,0,10120205,Finance,Accumulated Depreciation -Container,Container,Opening Balance,,,,9506.25,-9506.25,,,,Balance Sheet
180001,January,01-01-2018,0,10120206,Finance,Accumulated Depreciation -Equipments,Equipment,Opening Balance,,,,44626.35,-44626.35,,,,Balance Sheet
180001,January,01-01-2018,0,10120207,Finance,Accumulated Depreciation -Furnitures,Furniture,Opening Balance,,,,8691.93,-8691.93,,,,Balance Sheet
180001,January,01-01-2018,0,10120208,Finance,Accumulated Depreciation - Leasehold Imporvement,Lease hold Improvements,Opening Balance,,,,236887.71,-236887.71,,,,Balance Sheet
180001,January,01-01-2018,0,12304010,Finance,Project in Progress,Metal Finder,Opening Balance,,,110,,110,,,,Balance Sheet
180001,January,01-01-2018,0,12304010,Finance,Project in Progress,Optical Sorter,Opening Balance,,,3403,,3403,,,,Balance Sheet
180001,January,01-01-2018,0,12304010,Finance,Project in Progress,Plastic Purification,Opening Balance,,,1348,,1348,,,,Balance Sheet
180001,January,01-01-2018,0,12304010,Finance,Project in Progress,Project in Progress,Opening Balance,,,25000,,25000,,,,Balance Sheet
180001,January,01-01-2018,0,20110103,Finance,Accounts Payable-Inventory,BANK OF AMERICA,Opening Balance,,,,425.88,-425.88,,0,EURO,Balance Sheet
180001,January,01-01-2018,0,20110103,Finance,Accounts Payable-Inventory,BURBERRY,Opening Balance,,,,247,-247,,61.78,EURO,Balance Sheet
180001,January,01-01-2018,0,20110103,Finance,Accounts Payable-Inventory,CISCO,Opening Balance,,,,327,-327,,91.75,EURO,Balance Sheet
180001,January,01-01-2018,0,20110103,Finance,Accounts Payable-Inventory,Insaan,Opening Balance,,,,36893.87,-36893.87,,,,Balance Sheet
180001,January,01-01-2018,0,20110103,Finance,Accounts Payable-Inventory,Obeikan Investment Group,Opening Balance,,,,46092,-46092,,,,Balance Sheet
180001,January,01-01-2018,0,20110104,Finance,Accounts Payable-Advance Received,Eldan Recycling,Opening Balance,,,,34180.62,-34180.62,,,,Balance Sheet
180001,January,01-01-2018,0,20110202,Finance,Accrued Vacation,Accrued Vacation,Opening Balance,,,,74087.82,-74087.82,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,Audit Fees,Opening Balance,,,,40000,-40000,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,Bonus,Opening Balance,,,,11161,-11161,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,Generator Rent,Opening Balance,,,,31950,-31950,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,GOSSI,Opening Balance,,,,7513.92,-7513.92,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,IT service,Opening Balance,,,,1500,-1500,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,Khalid Shehri,Opening Balance,,,,3750,-3750,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,Overtime,Opening Balance,,,,3485,-3485,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,Shipment Charges,Opening Balance,,,,45504.69,-45504.69,,,,Balance Sheet
180001,January,01-01-2018,0,20110250,Finance,Accrued Expenses,Waleed Fees,Opening Balance,,,,4500,-4500,,,,Balance Sheet
180001,January,01-01-2018,0,20110251,Finance,Provision for Zakat,Zakat,Opening Balance,,,,183621,-183621,,,,Balance Sheet
180001,January,01-01-2018,0,20110401,Finance,Short Term Loans,Iyad Abdul Aziz Al Nafia,Opening Balance,,,,400000,-400000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Abdul Rahman Abdullah Al Obeikan,Opening Balance,,,,1200000,-1200000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Iyad Abdul Aziz Al Nafia,Opening Balance,,,,600000,-600000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Jawaz Company,Opening Balance,,,,240000,-240000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Marwan Ibrahim Al Ahmedi,Opening Balance,,,,150000,-150000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Muna Mohammed Al Dueb,Opening Balance,,,,141000,-141000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Nasser Abdul Rahman,Opening Balance,,,,360000,-360000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,SIDF,Opening Balance,,,,6000000,-6000000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Sultan Abdul Aziz,Opening Balance,,,,27000,-27000,,,,Balance Sheet
180001,January,01-01-2018,0,20110450,Finance,Long Term Loans,Ziad Othman,Opening Balance,,,,282000,-282000,,,,Balance Sheet
180001,January,01-01-2018,0,20120201,Finance,Employee EOSB,EOS Payable-Dec-31-2017,Opening Balance,,,,187232,-187232,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Abdul Rahman Abdullah Al Obeikan,Opening Balance,,,,6000000,-6000000,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Iyad Abdul Aziz Al Nafa,Opening Balance,,,,3000000,-3000000,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Jawaz Company,Opening Balance,,,,1200000,-1200000,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Jiyad Othman Al Hogel,Opening Balance,,,,1410000,-1410000,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Marwan Ibrahim Al Ahmedi,Opening Balance,,,,750000,-750000,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Muna Mohammed Al Dueb,Opening Balance,,,,705000,-705000,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Nasser Abdul Rahman Al Rashid,Opening Balance,,,,1800000,-1800000,,,,Balance Sheet
180001,January,01-01-2018,0,20201010,Finance,Capital,Sultan Abdul Aziz Al Ma'asuq,Opening Balance,,,,135000,-135000,,,,Balance Sheet
180001,January,01-01-2018,0,20201050,Finance,Retain Earnings,Retained Earnings,Opening Balance,,,2790670.29,,2790670.29,,,,Balance Sheet
180002,January,01-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,Transfer Cash to AbdelAziz as Petty cash ,EMP0002,,300000,,300000,,,,Balance Sheet
180002,January,07-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,Transfer Cash to AbdelAziz as Petty cash ,EMP0002,,300000,,300000,,,,Balance Sheet
180002,January,10-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,Transfer Cash to AbdelAziz as Petty cash ,EMP0002,,300000,,300000,,,,Balance Sheet
180002,January,01-01-2018,0,10110101,Finance,Petty Cash In Hand,Mohammed,Transfer Cash toMohammad Hameed as Petty cash ,EMP0007,,8000,,8000,,,,Balance Sheet
180002,January,01-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Collection From Torec AB,,,758040.28,,758040.28,,171386,EURO,Balance Sheet
180002,January,01-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer Cash to AbdelAziz as Petty cash ,,,,300000,-300000,,,,Balance Sheet
180002,January,01-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer Cash toMohammad Hameed as Petty cash ,,,,8000,-8000,,,,Balance Sheet
180002,January,03-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid GOSI for Mr. Nasser for December -2017,,,,7513.92,-7513.92,,,,Balance Sheet
180002,January,04-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Received loan from Iyad Abdul Aziz Al Nafia,,,,400000,-400000,,,,Balance Sheet
180002,January,04-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Shipment # GATU8638583- INVOICE: 1122,,,,9093.97,-9093.97,,,,Balance Sheet
180002,January,04-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Short term loan received from Haya,,,606000,,606000,,,,Balance Sheet
180002,January,04-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Received amount from Customer  Daleel ALMaden ,,,200000,,200000,,,,Balance Sheet
180002,January,07-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer Cash to AbdelAziz as Petty cash ,,,,300000,-300000,,,,Balance Sheet
180002,January,07-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Advance Payment 50% to SSAB Factory ,,,,2793,-2793,,,,Balance Sheet
180002,January,07-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid Salary to IT Guy Anwar Hazem ,,,,1500,-1500,,,,Balance Sheet
180002,January,07-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid GOSI for Mr. Nasser 2nd time ,,,,7513.92,-7513.92,,,,Balance Sheet
180002,January,07-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Short term loan received from Haya,,,394000,,394000,,,,Balance Sheet
180002,January,07-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Long Term loan received from Nasser Abdul Rahman Al Rasheed,,,100000,,100000,,,,Balance Sheet
180002,January,07-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Profit on sale of Share,,,1900,,1900,,,,Balance Sheet
180002,January,08-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer amount to Saudi Cast - 50% advanced paymant ,,,,11057,-11057,,,,Balance Sheet
180002,January,10-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer Cash to AbdelAziz as Petty cash ,,,,300000,-300000,,,,Balance Sheet
180002,January,10-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Received amount from Customer  Daleel ALMaden ,,,200000,,200000,,,,Balance Sheet
180002,January,11-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,paid for  Accroued Generator - Aggreko ,,,,31950,-31950,,,,Balance Sheet
180002,January,11-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid 50% of Aduit Fees ,,,,20000,-20000,,,,Balance Sheet
180002,January,04-01-2018,0,10110301,Finance,Account Receivable - Local,Daleel Maaden,Received amount from Customer  Daleel ALMaden ,,,,200000,-200000,,,,Balance Sheet
180002,January,10-01-2018,0,10110301,Finance,Account Receivable - Local,Daleel Maaden,Received amount from Customer  Daleel ALMaden ,,,,200000,-200000,,,,Balance Sheet
180002,January,01-01-2018,0,10110302,Finance,Account Receivable - Export,Torec AB,Collection From Torec AB,,,,758040.28,-758040.28,EURO,-171386,,Balance Sheet
180002,January,08-01-2018,0,10110401,Finance,Advance Payment To Supplier,Saudi Cast,Transfer amount to Saudi Cast - 50% advanced paymant ,,,11057,,11057,,,,Balance Sheet
180002,January,07-01-2018,0,10110401,Finance,Advance Payment To Supplier,SSAB Saudi Factory ,Advance Payment 50% to SSAB Factory ,,,2793,,2793,,,,Balance Sheet
180002,January,07-01-2018,0,10110506,Finance,Prepayment -Expenses,GOSSI,Paid GOSI for Mr. Nasser 2nd time ,,,7513.92,,7513.92,,,,Balance Sheet
180002,January,11-01-2018,0,20110250,Finance,Accrued Expenses,Audit Fees,Paid 50% of Aduit Fees ,,,20000,,20000,,,,Balance Sheet
180002,January,11-01-2018,0,20110250,Finance,Accrued Expenses,Generator Rent,paid for  Accroued Generator - Aggreko ,,,31950,,31950,,,,Balance Sheet
180002,January,03-01-2018,0,20110250,Finance,Accrued Expenses,GOSSI,Paid GOSI for Mr. Nasser for December -2017,,,7513.92,,7513.92,,,,Balance Sheet
180002,January,07-01-2018,0,20110250,Finance,Accrued Expenses,IT service,IT Guy Salary - Anwar Hazem Mohammad ,,,1500,,1500,,,,Balance Sheet
180002,January,04-01-2018,0,20110250,Finance,Accrued Expenses,Shipment Charges,Shipment # GATU8638583- INVOICE: 1122,,,9093.97,,9093.97,,,,Balance Sheet
180002,January,04-01-2018,0,20110401,Finance,Short Term Loans,Iyad Abdul Aziz Al Nafia,Received loan from Iyad Abdul Aziz Al Nafia,,,400000,,400000,,,,Balance Sheet
180002,January,04-01-2018,0,20110450,Finance,Long Term Loans,Nasser Abdul Rahman Al Rashid,Short term loan received from Haya,04-JAN-2018,07-JAN-2019,,606000,-606000,Maturity Value,666600,,Balance Sheet
180002,January,07-01-2018,0,20110450,Finance,Long Term Loans,Nasser Abdul Rahman Al Rashid,Long Term loan received from Nasser Abdul Rahman Al Rasheed,07-JAN-2018,20-JAN-2020,,100000,-100000,Maturity Value,124000,,Balance Sheet
180002,January,07-01-2018,0,20110450,Finance,Long Term Loans,Nasser Abdul Rahman Al Rashid,Short term loan received from Haya,07-JAN-2018,07-JAN-2019,,394000,-394000,Maturity Value,433400,,Balance Sheet
180002,January,07-01-2018,0,32000004,Finance,Other Income - انواع دخل أخرى,Short term loan,Profit on sale of Share,,,,1900,-1900,,,,Income Statement
180003,January,17-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,Transfer To Abdeuaziz Almoqbil - Petty Cash ,EMP0002,,300000,,300000,,,,Balance Sheet
180003,January,23-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,Transfer To Abdeuaziz Almoqbil - Petty Cash ,EMP0002,,300000,,300000,,,,Balance Sheet
180003,January,16-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,paid for custom that for parts from Alden ,Custom for Spare parts from Eldan,,,1751,-1751,,,,Balance Sheet
180003,January,16-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer To Insaan ,,,,32827,-32827,,,,Balance Sheet
180003,January,16-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer For Gray Line - Subscribe in Twitter from July - Dec 2017 + others ,,,,20000,-20000,,,,Balance Sheet
180003,January,17-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Advance Payment for XRF Analyzer Machine - Full payment ,,,,94723.97,-94723.97,,,,Balance Sheet
180003,January,17-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer To Abdeuaziz Almoqbil - Petty Cash ,,,,300000,-300000,,,,Balance Sheet
180003,January,17-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Collection From Torec AB,,,649328.16,,649328.16,,,,Balance Sheet
180003,January,18-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid For Renwal Subscrip Municipalities HeadOffice -riyadh ,,,,1520,-1520,,,,Balance Sheet
180003,January,18-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid for custom that for parts from Alden for 2nd shippment ,Custom for Spare parts from Eldan,,,3887,-3887,,,,Balance Sheet
180003,January,21-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Bank Check # 14 for Abu Naian - Grabbor ,,,,346500,-346500,,,,Balance Sheet
180003,January,22-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid for Legal Advice - Alsaif & Twaijri lower Office ,,,,5906,-5906,,,,Balance Sheet
180003,January,22-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,ERP System for Company - Maha Murshed IT ,,,,23096,-23096,,,,Balance Sheet
180003,January,22-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Paid For HeadOffice Land Line ,,,,699.36,-699.36,,,,Balance Sheet
180003,January,23-01-2018,0,10110201,Finance,Alinma Bank,Alinma Bank,Transfer To Abdeuaziz Almoqbil - Petty Cash ,,,,300000,-300000,,,,Balance Sheet
180003,January,17-01-2018,0,10110302,Finance,Account Receivable - Export,Torec AB,Collection From Torec AB,,,,649328.16,-649328.16,EURO,-143592,,Balance Sheet
180003,January,21-01-2018,0,10110401,Finance,Advance Payment To Supplier,Abunayyan Trading-JCB,Bank Check # 14 for Abu Naian - Grabbor ,,,346500,,346500,,,,Balance Sheet
180003,January,17-01-2018,0,10110401,Finance,Advance Payment To Supplier,AlRuqee Trading & Contracting ,Advance Payment for XRF Analyzer Machine - Full payment ,,,94723.97,,94723.97,,,,Balance Sheet
180003,January,22-01-2018,0,10110401,Finance,Advance Payment To Supplier,Mawared ERP,ERP System for Company - Maha Murshed IT ,,,23096,,23096,,,,Balance Sheet
180003,January,16-01-2018,0,20110103,Finance,Accounts Payable-Inventory,Insaan,Transfer To Insaan ,,,32827,,32827,,,,Balance Sheet
180003,January,16-01-2018,10104,51201001,Production-Metal Yard,Spares Machinery & Equipment's,Tools & Maintenance,paid for custom that for parts from Alden ,Custom for Spare parts from Eldan,,1751,,1751,,,,Income Statement
180003,January,18-01-2018,10104,51201001,Production-Metal Yard,Spares Machinery & Equipment's,Tools & Maintenance,Paid for custom that for parts from Alden for 2nd shippment ,Custom for Spare parts from Eldan,,3887,,3887,,,,Income Statement
180003,January,22-01-2018,30101,51204009,GM Office,Legal Fee,Legal Fees,Paid for Legal Advice - Alsaif & Twaijri lower Office ,,,5906,,5906,,,,Income Statement
180003,January,18-01-2018,30101,51204011,GM Office,Government Fee ,Government Fees,Paid For Renwal Subscrip Municipalities HeadOffice -riyadh ,,,1520,,1520,,,,Income Statement
180003,January,16-01-2018,20101,51204015,Sales & Marketing,Advertising Expenses ,Subscription Fee ,Transfer For Gray Line - Subscribe in Twitter from July - Dec 2017 + others ,,,20000,,20000,,,,Income Statement
180003,January,22-01-2018,30101,51204002,GM Office,Telephone,Telephone & Communication,Paid For HeadOffice Land Line ,,,699.36,,699.36,,,,Income Statement
180004,January,25-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,Petty Cash from AbdelAzizi Almougbel -#1697-,EMP0002,Spyridon Fafoutis,,11000,-11000,,,,Balance Sheet
180004,January,25-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,Petty Cash from AbdelAzizi Almougbel To AbdelSamad  -#1681,EMP0002,Abdul samad,,5000,-5000,,,,Balance Sheet
180004,January,25-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,"#2713,2710,2707,2702,1700,1693,1692,1690,1687,1683,1677,1679,1675,1673,1667- Petty cash Mohammed fuad-From 02 to 22 -Jan 2018",EMP0002,Mohammad Foad ,,480500,-480500,,,,Balance Sheet
180004,January,25-01-2018,0,10110101,Finance,Petty Cash In Hand,Abdul Aziz,"#2711,2708,1696,1691,1688,1686,1685,1682,1674- Petty cash Vijayan - 04 to 21-Jan 2018",EMP0002,Vijay,,354000,-354000,,,,Balance Sheet
